Arup





File WBBn_base_v48_base.gwb
Exported 02/02/2021 23:31:46

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Reactions
"Reactions due to restraints, spring supports, applied displacements and grounded springs"
Output axes:  global
"Node list:  ""bearings bottom"""
Some of the combined results are from different analysis stages. The user should ensure that this combination is valid.

START_TABLE Reactions
,,[kN],[kN],[kN],[kN],[kNm],[kNm],[kNm],[kNm]
Node,Case,Fx,Fy,Fz,|F|,Mxx,Myy,Mzz,|M|
31307,C126,0.0,0.0,0.02810,0.02810,0.0,0.0,0.0,0.0
31307,C127,0.0,0.0,-3.448,3.448,0.0,0.0,0.0,0.0
31307,C128,0.0,0.0,0.006526,0.006526,0.0,0.0,0.0,0.0
31307,C129,0.0,0.0,-2.573,2.573,0.0,0.0,0.0,0.0
31307,C130,0.0,0.0,0.01751,0.01751,0.0,0.0,0.0,0.0
31307,C131,0.0,0.0,-3.447,3.447,0.0,0.0,0.0,0.0
31307,C132,0.0,0.0,0.006681,0.006681,0.0,0.0,0.0,0.0
31307,C133,0.0,0.0,-2.573,2.573,0.0,0.0,0.0,0.0
31307,C134,0.0,0.0,0.01795,0.01795,0.0,0.0,0.0,0.0
31307,C135,0.0,0.0,-3.522,3.522,0.0,0.0,0.0,0.0
31307,C136,0.0,0.0,-0.06679,0.06679,0.0,0.0,0.0,0.0
31307,C137,0.0,0.0,-2.629,2.629,0.0,0.0,0.0,0.0
31307,C138,0.0,0.0,-0.03748,0.03748,0.0,0.0,0.0,0.0
31307,C140,0.0,0.0,1096.,1096.,0.0,0.0,0.0,0.0
31307,C141,0.0,0.0,-184.3,184.3,0.0,0.0,0.0,0.0
31307,C142,0.0,0.0,8021.,8021.,0.0,0.0,0.0,0.0
31307,C143,0.0,0.0,8035.,8035.,0.0,0.0,0.0,0.0
31307,C144,0.0,0.0,18140.,18140.,0.0,0.0,0.0,0.0
31307,C146,0.0,0.0,-0.004208,0.004208,0.0,0.0,0.0,0.0
31307,C147,0.0,0.0,0.001406,0.001406,0.0,0.0,0.0,0.0
31307,C150,0.0,0.0,18140.,18140.,0.0,0.0,0.0,0.0
31307,C162,0.0,0.0,-0.004208,0.004208,0.0,0.0,0.0,0.0
31307,C163,0.0,0.0,0.001406,0.001406,0.0,0.0,0.0,0.0
31307,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,C166,0.0,0.0,-705.6,705.6,0.0,0.0,0.0,0.0
31307,C167,0.0,0.0,-747.1,747.1,0.0,0.0,0.0,0.0
31307,C168,0.0,0.0,-747.1,747.1,0.0,0.0,0.0,0.0
31307,C169,0.0,0.0,-3394.,3394.,0.0,0.0,0.0,0.0
31307,C170,0.0,0.0,-89.91,89.91,0.0,0.0,0.0,0.0
31307,C171,0.0,0.0,-41.59,41.59,0.0,0.0,0.0,0.0
31307,C172,0.0,0.0,-41.59,41.59,0.0,0.0,0.0,0.0
31307,C173,0.0,0.0,3255.,3255.,0.0,0.0,0.0,0.0
31307,C174,0.0,0.0,-199.2,199.2,0.0,0.0,0.0,0.0
31307,C175,0.0,0.0,-184.3,184.3,0.0,0.0,0.0,0.0
32316,A1,0.0,-3.894E-6,16960.,16960.,0.0,0.0,0.0,0.0
32316,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A3,0.0,-825.5E-9,4974.,4974.,0.0,0.0,0.0,0.0
32316,A4,0.0,-379.9E-9,2655.,2655.,0.0,0.0,0.0,0.0
32316,A5,0.0,-262.2E-9,1800.,1800.,0.0,0.0,0.0,0.0
32316,A6,0.0,-1.373E-6,635.1,635.1,0.0,0.0,0.0,0.0
32316,A7,0.0,-209.7E-9,876.3,876.3,0.0,0.0,0.0,0.0
32316,A8,0.0,-289.1E-9,1680.,1680.,0.0,0.0,0.0,0.0
32316,A9,0.0,-680.0E-9,3901.,3901.,0.0,0.0,0.0,0.0
32316,A10,0.0,35.87E-9,798.2,798.2,0.0,0.0,0.0,0.0
32316,A11,0.0,-1.021E-6,5977.,5977.,0.0,0.0,0.0,0.0
32316,A12,0.0,-826.4E-9,4746.,4746.,0.0,0.0,0.0,0.0
32316,A13,0.0,-86.27E-9,509.9,509.9,0.0,0.0,0.0,0.0
32316,A14,0.0,-286.9E-9,1115.,1115.,0.0,0.0,0.0,0.0
32316,A20,0.0,-11.48,16.03,19.72,0.0,0.0,0.0,0.0
32316,A21,0.0,-7.671,10.71,13.18,0.0,0.0,0.0,0.0
32316,A22,0.0,-141.3,224.0,264.8,0.0,0.0,0.0,0.0
32316,A23,0.0,-94.56,149.9,177.2,0.0,0.0,0.0,0.0
32316,A24,0.0,-59.82,38.95,71.38,0.0,0.0,0.0,0.0
32316,A25,0.0,-40.15,26.14,47.91,0.0,0.0,0.0,0.0
32316,A26,0.0,-2393.,2448.,3423.,0.0,0.0,0.0,0.0
32316,A27,0.0,2393.,-2448.,3423.,0.0,0.0,0.0,0.0
32316,A28,0.0,-1600.,1637.,2289.,0.0,0.0,0.0,0.0
32316,A29,0.0,1600.,-1637.,2289.,0.0,0.0,0.0,0.0
32316,A30,0.0,-1638.,121.2,1642.,0.0,0.0,0.0,0.0
32316,A31,0.0,1638.,-121.2,1642.,0.0,0.0,0.0,0.0
32316,A32,0.0,-1095.,81.01,1098.,0.0,0.0,0.0,0.0
32316,A33,0.0,1095.,-81.01,1098.,0.0,0.0,0.0,0.0
32316,A34,0.0,185.7E-9,-1085.,1085.,0.0,0.0,0.0,0.0
32316,A35,0.0,123.6E-9,-726.3,726.3,0.0,0.0,0.0,0.0
32316,A36,0.0,-11.30,13.93,17.94,0.0,0.0,0.0,0.0
32316,A37,0.0,-7.227,8.909,11.47,0.0,0.0,0.0,0.0
32316,A38,0.0,-116.2,84.59,143.7,0.0,0.0,0.0,0.0
32316,A39,0.0,-74.29,54.09,91.89,0.0,0.0,0.0,0.0
32316,A40,0.0,3.383E-6,-0.01392,0.01392,0.0,0.0,0.0,0.0
32316,A41,0.0,-3.755E-6,0.01527,0.01527,0.0,0.0,0.0,0.0
32316,A42,0.0,1.011E-6,0.06671,0.06671,0.0,0.0,0.0,0.0
32316,A43,0.0,-400.4E-9,-0.02669,0.02669,0.0,0.0,0.0,0.0
32316,A44,0.0,16.50E-9,-0.02350,0.02350,0.0,0.0,0.0,0.0
32316,A45,0.0,2.272E-6,-0.007764,0.007764,0.0,0.0,0.0,0.0
32316,A46,0.0,-2.626E-9,-441.2E-6,441.2E-6,0.0,0.0,0.0,0.0
32316,A47,0.0,-7.589E-6,3.461,3.461,0.0,0.0,0.0,0.0
32316,A48,0.0,5.961E-6,0.006164,0.006164,0.0,0.0,0.0,0.0
32316,A49,0.0,-55.65E-9,-0.04344,0.04344,0.0,0.0,0.0,0.0
32316,A50,0.0,-2.300E-6,-0.006716,0.006716,0.0,0.0,0.0,0.0
32316,A100,0.0,452.0E-9,2356.,2356.,0.0,0.0,0.0,0.0
32316,A101,0.0,-272.1E-9,1096.,1096.,0.0,0.0,0.0,0.0
32316,A102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A105,0.0,0.03003,-705.6,705.6,0.0,0.0,0.0,0.0
32316,A106,0.0,-202.6E-9,-41.79,41.79,0.0,0.0,0.0,0.0
32316,A107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A108,0.0,-224.6E-9,-2647.,2647.,0.0,0.0,0.0,0.0
32316,A109,0.0,-0.01557,3304.,3304.,0.0,0.0,0.0,0.0
32316,A110,0.0,-2.593E-9,47.85,47.85,0.0,0.0,0.0,0.0
32316,A111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,A112,0.0,319.1E-9,3297.,3297.,0.0,0.0,0.0,0.0
32316,A113,0.0,-251.9E-9,-3455.,3455.,0.0,0.0,0.0,0.0
32316,A114,0.0,-223.8E-9,15.19,15.19,0.0,0.0,0.0,0.0
32316,A115,0.0,-27.27E-9,7110.,7110.,0.0,0.0,0.0,0.0
32316,A116,0.0,-3.611E-9,13.97,13.97,0.0,0.0,0.0,0.0
32316,A117,0.0,-2.088E-6,10100.,10100.,0.0,0.0,0.0,0.0
32316,A118,0.0,-17.57E-9,265.8E-6,265.8E-6,0.0,0.0,0.0,0.0
32316,A119,0.0,7.794E-9,-150.3E-6,150.3E-6,0.0,0.0,0.0,0.0
32316,A120,0.0,-2.190E-9,65.83E-6,65.83E-6,0.0,0.0,0.0,0.0
32316,A121,0.0,1.419E-9,-100.3E-6,100.3E-6,0.0,0.0,0.0,0.0
32316,A122,0.0,-1.171E-9,42.49E-6,42.49E-6,0.0,0.0,0.0,0.0
32316,A123,0.0,612.3E-12,-44.69E-6,44.69E-6,0.0,0.0,0.0,0.0
32316,A124,0.0,-284.1E-12,-2.536E-6,2.536E-6,0.0,0.0,0.0,0.0
32316,A125,0.0,267.0E-12,2.830E-6,2.830E-6,0.0,0.0,0.0,0.0
32316,A126,0.0,-32.95E-12,-50.37E-6,50.37E-6,0.0,0.0,0.0,0.0
32316,A127,0.0,143.9E-12,47.69E-6,47.69E-6,0.0,0.0,0.0,0.0
32316,A128,0.0,-270.9E-12,-107.5E-6,107.5E-6,0.0,0.0,0.0,0.0
32316,A129,0.0,-540.5E-12,71.66E-6,71.66E-6,0.0,0.0,0.0,0.0
32316,A130,0.0,-784.1E-12,-161.7E-6,161.7E-6,0.0,0.0,0.0,0.0
32316,A131,0.0,6.817E-9,281.6E-6,281.6E-6,0.0,0.0,0.0,0.0
32316,C1,0.0,0.01446,25740.,25740.,0.0,0.0,0.0,0.0
32316,C2,0.0,0.01377,24880.,24880.,0.0,0.0,0.0,0.0
32316,C4,0.0,-4.183E-6,18190.,18190.,0.0,0.0,0.0,0.0
32316,C5,0.0,-3.984E-6,17320.,17320.,0.0,0.0,0.0,0.0
32316,C6,0.0,-86.27E-9,509.9,509.9,0.0,0.0,0.0,0.0
32316,C7,0.0,-286.9E-9,1115.,1115.,0.0,0.0,0.0,0.0
32316,C8,0.0,-1.021E-6,5977.,5977.,0.0,0.0,0.0,0.0
32316,C9,0.0,-826.4E-9,4746.,4746.,0.0,0.0,0.0,0.0
32316,C11,0.0,-5.577E-6,25790.,25790.,0.0,0.0,0.0,0.0
32316,C12,0.0,-5.183E-6,23690.,23690.,0.0,0.0,0.0,0.0
32316,C20,0.0,-223.9,-792.4,823.4,0.0,0.0,0.0,0.0
32316,C21,0.0,-223.9,1378.,1396.,0.0,0.0,0.0,0.0
32316,C22,0.0,223.9,-1378.,1396.,0.0,0.0,0.0,0.0
32316,C23,0.0,223.9,792.4,823.4,0.0,0.0,0.0,0.0
32316,C24,0.0,-4147.,1568.,4433.,0.0,0.0,0.0,0.0
32316,C25,0.0,-4147.,3739.,5583.,0.0,0.0,0.0,0.0
32316,C26,0.0,4147.,-3739.,5583.,0.0,0.0,0.0,0.0
32316,C27,0.0,4147.,-1568.,4433.,0.0,0.0,0.0,0.0
32316,C28,0.0,-1883.,269.1,1902.,0.0,0.0,0.0,0.0
32316,C29,0.0,-1883.,2440.,3082.,0.0,0.0,0.0,0.0
32316,C30,0.0,1435.,-1854.,2344.,0.0,0.0,0.0,0.0
32316,C31,0.0,1435.,316.8,1469.,0.0,0.0,0.0,0.0
32316,C32,0.0,-149.6,-530.6,551.3,0.0,0.0,0.0,0.0
32316,C33,0.0,-149.6,921.9,934.0,0.0,0.0,0.0,0.0
32316,C34,0.0,149.6,-921.9,934.0,0.0,0.0,0.0,0.0
32316,C35,0.0,149.6,530.6,551.3,0.0,0.0,0.0,0.0
32316,C36,0.0,-2769.,1045.,2959.,0.0,0.0,0.0,0.0
32316,C37,0.0,-2769.,2498.,3729.,0.0,0.0,0.0,0.0
32316,C38,0.0,2769.,-2498.,3729.,0.0,0.0,0.0,0.0
32316,C39,0.0,2769.,-1045.,2959.,0.0,0.0,0.0,0.0
32316,C40,0.0,-1257.,178.1,1270.,0.0,0.0,0.0,0.0
32316,C41,0.0,-1257.,1631.,2059.,0.0,0.0,0.0,0.0
32316,C42,0.0,957.9,-1239.,1566.,0.0,0.0,0.0,0.0
32316,C43,0.0,957.9,213.3,981.3,0.0,0.0,0.0,0.0
32316,C50,0.0,-3.755E-6,0.01527,0.01527,0.0,0.0,0.0,0.0
32316,C51,0.0,3.383E-6,-0.01392,0.01392,0.0,0.0,0.0,0.0
32316,C52,0.0,-400.4E-9,-0.02669,0.02669,0.0,0.0,0.0,0.0
32316,C53,0.0,1.011E-6,0.06671,0.06671,0.0,0.0,0.0,0.0
32316,C54,0.0,16.50E-9,-0.02350,0.02350,0.0,0.0,0.0,0.0
32316,C55,0.0,-16.50E-9,0.02350,0.02350,0.0,0.0,0.0,0.0
32316,C56,0.0,2.272E-6,-0.007764,0.007764,0.0,0.0,0.0,0.0
32316,C57,0.0,-2.272E-6,0.007764,0.007764,0.0,0.0,0.0,0.0
32316,C58,0.0,-2.300E-6,-0.006716,0.006716,0.0,0.0,0.0,0.0
32316,C59,0.0,2.300E-6,0.006716,0.006716,0.0,0.0,0.0,0.0
32316,C60,0.0,2.626E-9,441.2E-6,441.2E-6,0.0,0.0,0.0,0.0
32316,C61,0.0,-2.626E-9,-441.2E-6,441.2E-6,0.0,0.0,0.0,0.0
32316,C62,0.0,-7.589E-6,3.461,3.461,0.0,0.0,0.0,0.0
32316,C63,0.0,5.961E-6,0.006164,0.006164,0.0,0.0,0.0,0.0
32316,C64,0.0,55.65E-9,0.04344,0.04344,0.0,0.0,0.0,0.0
32316,C65,0.0,-55.65E-9,-0.04344,0.04344,0.0,0.0,0.0,0.0
32316,C66,0.0,-1.731E-6,0.002160,0.002160,0.0,0.0,0.0,0.0
32316,C67,0.0,2.211E-6,0.03834,0.03834,0.0,0.0,0.0,0.0
32316,C68,0.0,-4.068E-6,0.01288,0.01288,0.0,0.0,0.0,0.0
32316,C69,0.0,4.153E-6,0.01849,0.01849,0.0,0.0,0.0,0.0
32316,C70,0.0,-1.730E-6,0.002314,0.002314,0.0,0.0,0.0,0.0
32316,C71,0.0,2.210E-6,0.03819,0.03819,0.0,0.0,0.0,0.0
32316,C72,0.0,-4.065E-6,0.01332,0.01332,0.0,0.0,0.0,0.0
32316,C73,0.0,4.151E-6,0.01805,0.01805,0.0,0.0,0.0,0.0
32316,C74,0.0,-1.711E-6,0.01752,0.01752,0.0,0.0,0.0,0.0
32316,C75,0.0,2.191E-6,0.02298,0.02298,0.0,0.0,0.0,0.0
32316,C76,0.0,-1.712E-6,0.01736,0.01736,0.0,0.0,0.0,0.0
32316,C77,0.0,2.192E-6,0.02314,0.02314,0.0,0.0,0.0,0.0
32316,C78,0.0,-4.010E-6,0.05676,0.05676,0.0,0.0,0.0,0.0
32316,C79,0.0,4.095E-6,-0.02539,0.02539,0.0,0.0,0.0,0.0
32316,C80,0.0,-4.012E-6,0.05632,0.05632,0.0,0.0,0.0,0.0
32316,C81,0.0,4.098E-6,-0.02495,0.02495,0.0,0.0,0.0,0.0
32316,C82,0.0,-4.133E-6,3.449,3.449,0.0,0.0,0.0,0.0
32316,C83,0.0,4.845E-6,-0.005423,0.005423,0.0,0.0,0.0,0.0
32316,C84,0.0,-604.7E-9,2.576,2.576,0.0,0.0,0.0,0.0
32316,C85,0.0,6.129E-6,-0.01433,0.01433,0.0,0.0,0.0,0.0
32316,C86,0.0,-4.134E-6,3.449,3.449,0.0,0.0,0.0,0.0
32316,C87,0.0,4.844E-6,-0.005578,0.005578,0.0,0.0,0.0,0.0
32316,C88,0.0,-607.4E-9,2.576,2.576,0.0,0.0,0.0,0.0
32316,C89,0.0,6.126E-6,-0.01477,0.01477,0.0,0.0,0.0,0.0
32316,C90,0.0,-5.394E-6,3.523,3.523,0.0,0.0,0.0,0.0
32316,C91,0.0,8.156E-6,0.06801,0.06801,0.0,0.0,0.0,0.0
32316,C92,0.0,-1.551E-6,2.632,2.632,0.0,0.0,0.0,0.0
32316,C93,0.0,8.612E-6,0.04074,0.04074,0.0,0.0,0.0,0.0
32316,C95,0.0,-4.676E-6,0.01901,0.01901,0.0,0.0,0.0,0.0
32316,C96,0.0,4.292E-6,-0.01766,0.01766,0.0,0.0,0.0,0.0
32316,C97,0.0,-400.4E-9,-0.02669,0.02669,0.0,0.0,0.0,0.0
32316,C98,0.0,1.011E-6,0.06671,0.06671,0.0,0.0,0.0,0.0
32316,C99,0.0,16.50E-9,-0.02350,0.02350,0.0,0.0,0.0,0.0
32316,C100,0.0,-16.50E-9,0.02350,0.02350,0.0,0.0,0.0,0.0
32316,C101,0.0,-2.272E-6,0.007764,0.007764,0.0,0.0,0.0,0.0
32316,C102,0.0,2.272E-6,-0.007764,0.007764,0.0,0.0,0.0,0.0
32316,C103,0.0,2.300E-6,0.006716,0.006716,0.0,0.0,0.0,0.0
32316,C104,0.0,-2.300E-6,-0.006716,0.006716,0.0,0.0,0.0,0.0
32316,C105,0.0,2.626E-9,441.2E-6,441.2E-6,0.0,0.0,0.0,0.0
32316,C106,0.0,-2.626E-9,-441.2E-6,441.2E-6,0.0,0.0,0.0,0.0
32316,C107,0.0,-7.589E-6,3.461,3.461,0.0,0.0,0.0,0.0
32316,C108,0.0,5.961E-6,0.006164,0.006164,0.0,0.0,0.0,0.0
32316,C109,0.0,-55.65E-9,-0.04344,0.04344,0.0,0.0,0.0,0.0
32316,C110,0.0,55.65E-9,0.04344,0.04344,0.0,0.0,0.0,0.0
32316,C111,0.0,-2.053E-6,0.003469,0.003469,0.0,0.0,0.0,0.0
32316,C112,0.0,2.530E-6,0.03703,0.03703,0.0,0.0,0.0,0.0
32316,C113,0.0,-4.988E-6,0.01662,0.01662,0.0,0.0,0.0,0.0
32316,C114,0.0,5.063E-6,0.01475,0.01475,0.0,0.0,0.0,0.0
32316,C115,0.0,-2.052E-6,0.003624,0.003624,0.0,0.0,0.0,0.0
32316,C116,0.0,2.529E-6,0.03688,0.03688,0.0,0.0,0.0,0.0
32316,C117,0.0,-4.986E-6,0.01706,0.01706,0.0,0.0,0.0,0.0
32316,C118,0.0,5.060E-6,0.01431,0.01431,0.0,0.0,0.0,0.0
32316,C119,0.0,-2.033E-6,0.01883,0.01883,0.0,0.0,0.0,0.0
32316,C120,0.0,2.509E-6,0.02167,0.02167,0.0,0.0,0.0,0.0
32316,C121,0.0,-2.034E-6,0.01867,0.01867,0.0,0.0,0.0,0.0
32316,C122,0.0,2.510E-6,0.02183,0.02183,0.0,0.0,0.0,0.0
32316,C123,0.0,-4.930E-6,0.06050,0.06050,0.0,0.0,0.0,0.0
32316,C124,0.0,5.004E-6,-0.02913,0.02913,0.0,0.0,0.0,0.0
32316,C125,0.0,-4.933E-6,0.06006,0.06006,0.0,0.0,0.0,0.0
32316,C126,0.0,5.007E-6,-0.02869,0.02869,0.0,0.0,0.0,0.0
32316,C127,0.0,-3.814E-6,3.447,3.447,0.0,0.0,0.0,0.0
32316,C128,0.0,5.163E-6,-0.006733,0.006733,0.0,0.0,0.0,0.0
32316,C129,0.0,304.6E-9,2.573,2.573,0.0,0.0,0.0,0.0
32316,C130,0.0,7.038E-6,-0.01807,0.01807,0.0,0.0,0.0,0.0
32316,C131,0.0,-3.815E-6,3.447,3.447,0.0,0.0,0.0,0.0
32316,C132,0.0,5.162E-6,-0.006887,0.006887,0.0,0.0,0.0,0.0
32316,C133,0.0,302.0E-9,2.572,2.572,0.0,0.0,0.0,0.0
32316,C134,0.0,7.035E-6,-0.01851,0.01851,0.0,0.0,0.0,0.0
32316,C135,0.0,-5.075E-6,3.522,3.522,0.0,0.0,0.0,0.0
32316,C136,0.0,8.474E-6,0.06670,0.06670,0.0,0.0,0.0,0.0
32316,C137,0.0,-641.2E-9,2.628,2.628,0.0,0.0,0.0,0.0
32316,C138,0.0,9.521E-6,0.03700,0.03700,0.0,0.0,0.0,0.0
32316,C140,0.0,-272.1E-9,1096.,1096.,0.0,0.0,0.0,0.0
32316,C141,0.0,0.01446,-184.7,184.7,0.0,0.0,0.0,0.0
32316,C142,0.0,0.01446,8021.,8021.,0.0,0.0,0.0,0.0
32316,C143,0.0,0.01446,8035.,8035.,0.0,0.0,0.0,0.0
32316,C144,0.0,0.01446,18140.,18140.,0.0,0.0,0.0,0.0
32316,C146,0.0,-198.9E-9,0.004181,0.004181,0.0,0.0,0.0,0.0
32316,C147,0.0,66.39E-9,-0.001397,0.001397,0.0,0.0,0.0,0.0
32316,C150,0.0,0.01446,18140.,18140.,0.0,0.0,0.0,0.0
32316,C162,0.0,-198.9E-9,0.004181,0.004181,0.0,0.0,0.0,0.0
32316,C163,0.0,66.39E-9,-0.001397,0.001397,0.0,0.0,0.0,0.0
32316,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32316,C166,0.0,0.03003,-705.6,705.6,0.0,0.0,0.0,0.0
32316,C167,0.0,0.03003,-747.4,747.4,0.0,0.0,0.0,0.0
32316,C168,0.0,0.03003,-747.4,747.4,0.0,0.0,0.0,0.0
32316,C169,0.0,0.03003,-3394.,3394.,0.0,0.0,0.0,0.0
32316,C170,0.0,0.01446,-90.04,90.04,0.0,0.0,0.0,0.0
32316,C171,0.0,0.01446,-42.19,42.19,0.0,0.0,0.0,0.0
32316,C172,0.0,0.01446,-42.19,42.19,0.0,0.0,0.0,0.0
32316,C173,0.0,0.01446,3255.,3255.,0.0,0.0,0.0,0.0
32316,C174,0.0,0.01446,-199.9,199.9,0.0,0.0,0.0,0.0
32316,C175,0.0,0.01446,-184.7,184.7,0.0,0.0,0.0,0.0
END_TABLE
