Arup





File WBBn_base_v48_traffic (Node effects)_solved.gwb
Exported 03/02/2021 16:31:59

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Displacements
Displacements reported at nodes;  fully restrained nodes are excluded
Output axes:  global
"Node list:  ""bearings top"""

START_TABLE Displacements
,,[mm],[mm],[mm],[mm],[rad],[rad],[rad],[rad],[mm]
Node,Case,Ux,Uy,Uz,|U|,Rxx,Ryy,Rzz,|R|,Uxy
32315,A5,31.62,-5.439E-9,-0.02295,31.62,172.9E-6,645.0E-6,-176.6E-6,690.8E-6,31.62
32315,A6,26.30,4.058E-9,-0.06842,26.30,487.5E-6,-0.003373,-211.4E-6,0.003415,26.30
32315,A7,45.16,-6.445E-9,-0.04837,45.16,279.7E-6,-274.7E-6,-249.2E-6,464.6E-6,45.16
32315,A8,1.061,-645.4E-12,-0.008825,1.061,529.1E-6,-344.9E-6,-107.4E-6,640.6E-6,1.061
32315,A9,46.55,-4.903E-9,-0.05215,46.55,246.3E-6,-386.5E-6,-280.4E-6,537.3E-6,46.55
32315,A10,0.08444,4.881E-12,-0.007732,0.08479,575.7E-6,-62.59E-6,3.112E-6,579.1E-6,0.08444
32315,A11,48.73,-1.527E-9,-0.05724,48.73,154.1E-6,-625.8E-6,-397.1E-6,757.0E-6,48.73
32315,A12,-0.6069,-5.440E-9,-0.005655,0.6069,430.8E-6,-460.0E-6,220.7E-6,667.8E-6,0.6069
32315,A13,14.55,-7.494E-9,-0.02559,14.55,592.7E-6,-596.2E-6,317.8E-6,898.7E-6,14.55
32315,A14,28.59,6.589E-9,-0.04969,28.59,-21.68E-6,-0.001788,-295.2E-6,0.001813,28.59
32315,A15,7.493,-7.592E-9,-0.01997,7.493,678.3E-6,-800.2E-6,317.7E-6,0.001096,7.493
32315,A16,32.51,5.224E-9,-0.04852,32.51,15.98E-6,-0.001212,-283.9E-6,0.001244,32.51
32315,A17,4.159,-8.643E-9,-0.01324,4.159,700.1E-6,-667.3E-6,274.9E-6,0.001005,4.159
32315,A18,34.53,5.173E-9,-0.04926,34.53,46.12E-6,-860.9E-6,-259.8E-6,900.5E-6,34.53
32315,A19,14.52,7.693E-9,-0.03676,14.52,123.6E-6,-0.001051,371.9E-6,0.001121,14.52
32315,A20,29.03,-6.799E-9,-0.04896,29.03,0.001266,-819.0E-6,-366.7E-6,0.001552,29.03
32315,A21,7.520,7.831E-9,-0.02300,7.520,76.55E-6,-419.2E-6,408.8E-6,590.5E-6,7.520
32315,A22,33.04,-5.410E-9,-0.05922,33.04,0.001358,-0.001301,-378.0E-6,0.001919,33.04
32315,A23,4.135,8.863E-9,-0.01792,4.135,14.45E-6,-316.7E-6,358.5E-6,478.5E-6,4.135
32315,A24,35.12,-5.273E-9,-0.06562,35.12,0.001394,-0.001585,-353.9E-6,0.002140,35.12
32315,A25,15.24,4.068E-9,-0.01348,15.24,75.32E-6,528.5E-6,61.49E-6,537.4E-6,15.24
32315,A26,28.73,107.1E-12,-0.06639,28.73,687.6E-6,-0.002938,-172.1E-6,0.003023,28.73
32315,A27,23.18,3.972E-9,-0.05978,23.18,156.4E-6,-0.003597,-178.7E-6,0.003605,23.18
32315,A28,28.20,286.6E-12,-0.04063,28.20,0.001112,309.6E-6,-37.50E-6,0.001155,28.20
32315,A29,21.57,50.37E-12,-0.01788,21.57,128.0E-6,584.0E-6,-5.006E-6,597.9E-6,21.57
32315,A30,24.13,-268.2E-12,-0.06032,24.13,672.2E-6,-0.002964,-153.8E-6,0.003043,24.13
32315,A31,23.42,780.3E-12,-0.02543,23.42,459.5E-6,585.9E-6,21.67E-6,744.9E-6,23.42
32315,A32,19.27,-3.291E-9,-0.05201,19.27,705.7E-6,-0.002992,-85.10E-6,0.003075,19.27
32315,A33,39.31,-6.836E-9,-0.03739,39.31,124.2E-6,-128.0E-6,-478.3E-6,510.5E-6,39.31
32315,A34,4.965,6.722E-9,-0.01854,4.965,285.7E-6,20.30E-6,403.1E-6,494.5E-6,4.965
32315,A35,31.60,-383.9E-12,-0.03503,31.60,167.2E-6,244.4E-6,-40.71E-6,299.0E-6,31.60
32315,A36,18.06,5.243E-9,-0.01909,18.06,88.43E-6,602.6E-6,123.9E-6,621.5E-6,18.06
32315,A37,18.48,-3.802E-9,-0.04777,18.48,662.5E-6,-0.002595,-66.00E-6,0.002679,18.48
32315,A38,36.30,1.274E-9,-0.05188,36.30,8.321E-6,-0.001397,-469.6E-6,0.001474,36.30
32315,A39,8.257,-1.109E-9,-0.01747,8.257,413.4E-6,-248.3E-6,375.0E-6,610.9E-6,8.257
32315,A40,31.34,-5.407E-9,-0.02267,31.34,164.5E-6,650.6E-6,-163.8E-6,690.8E-6,31.34
32315,A41,26.73,3.923E-9,-0.06794,26.73,447.2E-6,-0.003372,-232.5E-6,0.003410,26.73
32315,A42,38.90,880.6E-12,-0.04930,38.90,25.95E-6,-997.6E-6,-458.6E-6,0.001098,38.90
32315,A43,4.014,-1.390E-9,-0.01658,4.014,441.1E-6,-463.8E-6,376.4E-6,742.5E-6,4.014
32315,A44,37.06,-3.576E-9,-0.05608,37.06,530.4E-6,-0.001570,-23.44E-6,0.001658,37.06
32315,A45,0.09086,51.71E-12,-0.008139,0.09123,717.8E-6,8.038E-6,30.39E-6,718.5E-6,0.09086
32315,A46,31.38,67.54E-12,-0.07550,31.38,0.001349,-0.002773,-142.3E-6,0.003087,31.38
32315,A47,18.47,3.917E-9,-0.01908,18.47,100.1E-6,561.9E-6,67.41E-6,574.7E-6,18.47
32315,A48,18.07,-5.017E-9,-0.04883,18.07,789.5E-6,-0.002772,-44.45E-6,0.002882,18.07
32315,A49,8.240,1.164E-9,-0.03099,8.240,502.2E-6,-0.001281,312.9E-6,0.001411,8.240
32315,A50,36.46,-1.532E-9,-0.04482,36.46,93.28E-6,-748.4E-6,-473.6E-6,890.6E-6,36.46
32315,A51,54.60,-1.017E-9,-0.08036,54.60,315.4E-6,-0.002422,-471.9E-6,0.002487,54.60
32315,A52,-1.511,58.28E-12,-0.003551,1.511,122.3E-6,-12.42E-6,290.8E-6,315.7E-6,1.511
32315,A53,26.72,-4.054E-9,-0.02042,26.72,159.3E-6,611.2E-6,-104.7E-6,640.2E-6,26.72
32315,A54,31.32,5.166E-9,-0.07946,31.32,448.6E-6,-0.004034,-281.2E-6,0.004069,31.32
32315,A55,4.041,1.528E-9,-0.01394,4.041,258.7E-6,-127.5E-6,406.7E-6,498.6E-6,4.041
32315,A56,38.91,-1.026E-9,-0.06033,38.91,371.9E-6,-0.001813,-561.5E-6,0.001934,38.91
32315,A57,28.02,6.669E-9,-0.04581,28.02,108.2E-6,-751.2E-6,122.1E-6,768.7E-6,28.02
32315,A58,4.614,-2.650E-9,-0.002376,4.614,36.91E-6,95.93E-6,-53.92E-6,116.1E-6,4.614
32315,A59,39.53,-7.004E-9,-0.04225,39.53,309.2E-6,-228.9E-6,-223.1E-6,444.7E-6,39.53
32315,A60,-0.1495,2.651E-9,-0.001684,0.1495,-3.879E-6,61.58E-6,49.90E-6,79.36E-6,0.1495
32315,A61,19.36,15.00E-9,-0.04970,19.36,237.6E-6,-0.001497,30.99E-6,0.001516,19.36
32315,A62,30.44,-15.01E-9,-0.02859,30.44,494.1E-6,-401.6E-6,-191.9E-6,665.0E-6,30.44
32315,A63,32.77,3.587E-9,-0.07456,32.77,458.9E-6,-0.003556,-268.1E-6,0.003595,32.77
32315,A64,28.15,-3.953E-9,-0.02478,28.15,179.8E-6,246.0E-6,-132.4E-6,332.2E-6,28.15
32315,A65,28.15,-6.462E-9,-0.05676,28.15,0.001087,-0.001983,15.76E-6,0.002262,28.15
32315,A66,2.271,1.513E-9,-0.005341,2.271,-21.16E-6,-242.1E-6,-31.97E-6,245.1E-6,2.271
32315,A67,40.22,6.763E-9,-0.09452,40.22,0.001028,-0.002973,-303.3E-6,0.003160,40.22
32315,A68,-0.05350,-1.693E-9,64.67E-6,0.05350,43.74E-6,-63.64E-6,35.93E-6,85.17E-6,0.05350
32315,A69,30.44,-15.01E-9,-0.02859,30.44,494.1E-6,-401.6E-6,-191.9E-6,665.0E-6,30.44
32315,A70,19.36,15.00E-9,-0.04970,19.36,237.6E-6,-0.001497,30.99E-6,0.001516,19.36
32315,A71,33.35,-388.5E-12,-0.03906,33.35,185.7E-6,16.71E-6,-45.05E-6,191.8E-6,33.35
32315,A72,30.38,-1.214E-9,-0.06993,30.38,0.001142,-0.002513,-81.56E-6,0.002762,30.38
32315,A73,-0.09178,-126.5E-12,45.02E-6,0.09178,-2.201E-9,-4.166E-6,7.638E-6,8.701E-6,0.09178
32315,C1421,40.46,-6.286E-9,-0.03566,40.46,129.4E-6,138.8E-6,-435.8E-6,475.4E-6,40.46
32315,C1422,5.954,-1.249E-9,-0.02594,5.954,573.6E-6,-985.7E-6,386.1E-6,0.001204,5.954
32315,C1423,40.17,-5.597E-9,-0.03465,40.17,131.6E-6,257.1E-6,-398.2E-6,491.9E-6,40.17
32315,C1424,6.854,-3.427E-9,-0.02918,6.854,681.1E-6,-0.001396,337.5E-6,0.001589,6.854
32315,C1425,31.62,-5.439E-9,-0.02295,31.62,172.9E-6,645.0E-6,-176.6E-6,690.8E-6,31.62
32315,C1426,26.30,4.058E-9,-0.06842,26.30,487.5E-6,-0.003373,-211.4E-6,0.003415,26.30
32315,C1427,45.16,-6.445E-9,-0.04837,45.16,279.7E-6,-274.7E-6,-249.2E-6,464.6E-6,45.16
32315,C1428,1.061,-645.4E-12,-0.008825,1.061,529.1E-6,-344.9E-6,-107.4E-6,640.6E-6,1.061
32315,C1429,46.55,-4.903E-9,-0.05215,46.55,246.3E-6,-386.5E-6,-280.4E-6,537.3E-6,46.55
32315,C1430,0.08444,4.881E-12,-0.007732,0.08479,575.7E-6,-62.59E-6,3.112E-6,579.1E-6,0.08444
32315,C1431,48.73,-1.527E-9,-0.05724,48.73,154.1E-6,-625.8E-6,-397.1E-6,757.0E-6,48.73
32315,C1432,-0.6069,-5.440E-9,-0.005655,0.6069,430.8E-6,-460.0E-6,220.7E-6,667.8E-6,0.6069
32315,C1433,14.55,-7.494E-9,-0.02559,14.55,592.7E-6,-596.2E-6,317.8E-6,898.7E-6,14.55
32315,C1434,28.59,6.589E-9,-0.04969,28.59,-21.68E-6,-0.001788,-295.2E-6,0.001813,28.59
32315,C1435,7.493,-7.592E-9,-0.01997,7.493,678.3E-6,-800.2E-6,317.7E-6,0.001096,7.493
32315,C1436,32.51,5.224E-9,-0.04852,32.51,15.98E-6,-0.001212,-283.9E-6,0.001244,32.51
32315,C1437,4.159,-8.643E-9,-0.01324,4.159,700.1E-6,-667.3E-6,274.9E-6,0.001005,4.159
32315,C1438,34.53,5.173E-9,-0.04926,34.53,46.12E-6,-860.9E-6,-259.8E-6,900.5E-6,34.53
32315,C1439,14.52,7.693E-9,-0.03676,14.52,123.6E-6,-0.001051,371.9E-6,0.001121,14.52
32315,C1440,29.03,-6.799E-9,-0.04896,29.03,0.001266,-819.0E-6,-366.7E-6,0.001552,29.03
32315,C1441,7.520,7.831E-9,-0.02300,7.520,76.55E-6,-419.2E-6,408.8E-6,590.5E-6,7.520
32315,C1442,33.04,-5.410E-9,-0.05922,33.04,0.001358,-0.001301,-378.0E-6,0.001919,33.04
32315,C1443,4.135,8.863E-9,-0.01792,4.135,14.45E-6,-316.7E-6,358.5E-6,478.5E-6,4.135
32315,C1444,35.12,-5.273E-9,-0.06562,35.12,0.001394,-0.001585,-353.9E-6,0.002140,35.12
32315,C1445,15.24,4.068E-9,-0.01348,15.24,75.32E-6,528.5E-6,61.49E-6,537.4E-6,15.24
32315,C1446,28.73,107.1E-12,-0.06639,28.73,687.6E-6,-0.002938,-172.1E-6,0.003023,28.73
32315,C1447,23.18,3.972E-9,-0.05978,23.18,156.4E-6,-0.003597,-178.7E-6,0.003605,23.18
32315,C1448,28.20,286.6E-12,-0.04063,28.20,0.001112,309.6E-6,-37.50E-6,0.001155,28.20
32315,C1449,21.57,50.37E-12,-0.01788,21.57,128.0E-6,584.0E-6,-5.006E-6,597.9E-6,21.57
32315,C1450,24.13,-268.2E-12,-0.06032,24.13,672.2E-6,-0.002964,-153.8E-6,0.003043,24.13
32315,C1451,23.42,780.3E-12,-0.02543,23.42,459.5E-6,585.9E-6,21.67E-6,744.9E-6,23.42
32315,C1452,19.27,-3.291E-9,-0.05201,19.27,705.7E-6,-0.002992,-85.10E-6,0.003075,19.27
32315,C1453,39.31,-6.836E-9,-0.03739,39.31,124.2E-6,-128.0E-6,-478.3E-6,510.5E-6,39.31
32315,C1454,4.965,6.722E-9,-0.01854,4.965,285.7E-6,20.30E-6,403.1E-6,494.5E-6,4.965
32315,C1455,31.60,-383.9E-12,-0.03503,31.60,167.2E-6,244.4E-6,-40.71E-6,299.0E-6,31.60
32315,C1456,18.06,5.243E-9,-0.01909,18.06,88.43E-6,602.6E-6,123.9E-6,621.5E-6,18.06
32315,C1457,18.48,-3.802E-9,-0.04777,18.48,662.5E-6,-0.002595,-66.00E-6,0.002679,18.48
32315,C1458,36.30,1.274E-9,-0.05188,36.30,8.321E-6,-0.001397,-469.6E-6,0.001474,36.30
32315,C1459,8.257,-1.109E-9,-0.01747,8.257,413.4E-6,-248.3E-6,375.0E-6,610.9E-6,8.257
32315,C1460,31.34,-5.407E-9,-0.02267,31.34,164.5E-6,650.6E-6,-163.8E-6,690.8E-6,31.34
32315,C1461,26.73,3.923E-9,-0.06794,26.73,447.2E-6,-0.003372,-232.5E-6,0.003410,26.73
32315,C1462,38.90,880.6E-12,-0.04930,38.90,25.95E-6,-997.6E-6,-458.6E-6,0.001098,38.90
32315,C1463,4.014,-1.390E-9,-0.01658,4.014,441.1E-6,-463.8E-6,376.4E-6,742.5E-6,4.014
32315,C1464,37.06,-3.576E-9,-0.05608,37.06,530.4E-6,-0.001570,-23.44E-6,0.001658,37.06
32315,C1465,0.09086,51.71E-12,-0.008139,0.09123,717.8E-6,8.038E-6,30.39E-6,718.5E-6,0.09086
32315,C1466,31.38,67.54E-12,-0.07550,31.38,0.001349,-0.002773,-142.3E-6,0.003087,31.38
32315,C1467,18.47,3.917E-9,-0.01908,18.47,100.1E-6,561.9E-6,67.41E-6,574.7E-6,18.47
32315,C1468,18.07,-5.017E-9,-0.04883,18.07,789.5E-6,-0.002772,-44.45E-6,0.002882,18.07
32315,C1469,8.240,1.164E-9,-0.03099,8.240,502.2E-6,-0.001281,312.9E-6,0.001411,8.240
32315,C1470,36.46,-1.532E-9,-0.04482,36.46,93.28E-6,-748.4E-6,-473.6E-6,890.6E-6,36.46
32315,C1471,54.60,-1.017E-9,-0.08036,54.60,315.4E-6,-0.002422,-471.9E-6,0.002487,54.60
32315,C1472,-1.511,58.28E-12,-0.003551,1.511,122.3E-6,-12.42E-6,290.8E-6,315.7E-6,1.511
32315,C1473,26.72,-4.054E-9,-0.02042,26.72,159.3E-6,611.2E-6,-104.7E-6,640.2E-6,26.72
32315,C1474,31.32,5.166E-9,-0.07946,31.32,448.6E-6,-0.004034,-281.2E-6,0.004069,31.32
32315,C1475,4.041,1.528E-9,-0.01394,4.041,258.7E-6,-127.5E-6,406.7E-6,498.6E-6,4.041
32315,C1476,38.91,-1.026E-9,-0.06033,38.91,371.9E-6,-0.001813,-561.5E-6,0.001934,38.91
32315,C1477,28.02,6.669E-9,-0.04581,28.02,108.2E-6,-751.2E-6,122.1E-6,768.7E-6,28.02
32315,C1478,4.614,-2.650E-9,-0.002376,4.614,36.91E-6,95.93E-6,-53.92E-6,116.1E-6,4.614
32315,C1479,39.53,-7.004E-9,-0.04225,39.53,309.2E-6,-228.9E-6,-223.1E-6,444.7E-6,39.53
32315,C1480,-0.1495,2.651E-9,-0.001684,0.1495,-3.879E-6,61.58E-6,49.90E-6,79.36E-6,0.1495
32315,C1481,19.36,15.00E-9,-0.04970,19.36,237.6E-6,-0.001497,30.99E-6,0.001516,19.36
32315,C1482,30.44,-15.01E-9,-0.02859,30.44,494.1E-6,-401.6E-6,-191.9E-6,665.0E-6,30.44
32315,C1483,32.77,3.587E-9,-0.07456,32.77,458.9E-6,-0.003556,-268.1E-6,0.003595,32.77
32315,C1484,28.15,-3.953E-9,-0.02478,28.15,179.8E-6,246.0E-6,-132.4E-6,332.2E-6,28.15
32315,C1485,28.15,-6.462E-9,-0.05676,28.15,0.001087,-0.001983,15.76E-6,0.002262,28.15
32315,C1486,2.271,1.513E-9,-0.005341,2.271,-21.16E-6,-242.1E-6,-31.97E-6,245.1E-6,2.271
32315,C1487,40.22,6.763E-9,-0.09452,40.22,0.001028,-0.002973,-303.3E-6,0.003160,40.22
32315,C1488,-0.05350,-1.693E-9,64.67E-6,0.05350,43.74E-6,-63.64E-6,35.93E-6,85.17E-6,0.05350
32315,C1489,30.44,-15.01E-9,-0.02859,30.44,494.1E-6,-401.6E-6,-191.9E-6,665.0E-6,30.44
32315,C1490,19.36,15.00E-9,-0.04970,19.36,237.6E-6,-0.001497,30.99E-6,0.001516,19.36
32315,C1491,33.35,-388.5E-12,-0.03906,33.35,185.7E-6,16.71E-6,-45.05E-6,191.8E-6,33.35
32315,C1492,30.38,-1.214E-9,-0.06993,30.38,0.001142,-0.002513,-81.56E-6,0.002762,30.38
32315,C1493,-0.09178,-126.5E-12,45.02E-6,0.09178,-2.201E-9,-4.166E-6,7.638E-6,8.701E-6,0.09178
END_TABLE
