Arup





File WBBn_base_v48_base.gwb
Exported 02/02/2021 23:28:10

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Displacements
Displacements reported at nodes;  fully restrained nodes are excluded
Output axes:  global
"Node list:  ""bearings top"""
Some of the combined results are from different analysis stages. The user should ensure that this combination is valid.

START_TABLE Displacements
,,[mm],[mm],[mm],[mm],[rad],[rad],[rad],[rad],[mm]
Node,Case,Ux,Uy,Uz,|U|,Rxx,Ryy,Rzz,|R|,Uxy
30097,C162,0.0,-1.991E-12,41.79E-9,41.79E-9,41.74E-6,219.1E-6,20.74E-6,224.0E-6,2.209E-12
30097,C163,0.0,0.0,-13.96E-9,13.96E-9,-13.94E-6,-73.20E-6,-6.927E-6,74.84E-6,0.0
30097,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,C166,0.0,-299.8E-9,0.007056,0.007056,-20.27E-6,93.28E-6,-16.70E-6,96.91E-6,299.8E-9
30097,C167,0.0,-299.8E-9,0.007471,0.007471,58.47E-6,101.6E-6,-14.70E-6,118.1E-6,299.8E-9
30097,C168,0.0,-299.8E-9,0.007471,0.007471,58.47E-6,101.6E-6,-14.70E-6,118.1E-6,299.8E-9
30097,C169,-1.632E-12,-299.8E-9,0.03394,0.03394,15.85E-6,250.5E-6,-49.34E-6,255.8E-6,299.8E-9
30097,C170,-2.159E-12,-169.0E-9,898.7E-6,898.7E-6,76.87E-6,33.04E-6,-1.600E-6,83.68E-6,169.0E-9
30097,C171,-2.075E-12,-169.0E-9,415.4E-6,415.4E-6,145.3E-6,28.01E-6,1.907E-6,148.0E-6,169.0E-9
30097,C172,-2.075E-12,-169.0E-9,415.4E-6,415.4E-6,145.3E-6,28.01E-6,1.907E-6,148.0E-6,169.0E-9
30097,C173,-3.395E-12,-169.0E-9,-0.03255,0.03255,218.0E-6,-195.9E-6,50.93E-6,297.5E-6,169.0E-9
30097,C174,-3.054E-12,-169.0E-9,0.001991,0.001991,141.9E-6,41.94E-6,-996.7E-9,147.9E-6,169.0E-9
30097,C175,-3.055E-12,-169.0E-9,0.001843,0.001843,162.8E-6,43.11E-6,-140.7E-9,168.4E-6,169.0E-9
31306,A1,91.89,-5.410,-0.1696,92.05,-0.001271,-0.004828,219.7E-6,0.004997,92.04
31306,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A3,27.12,-0.3066,-0.04974,27.12,-153.3E-6,-0.001359,36.12E-6,0.001368,27.12
31306,A4,15.66,-0.1728,-0.02655,15.66,-83.49E-6,-898.3E-6,25.48E-6,902.6E-6,15.66
31306,A5,9.529,-1.373,-0.01800,9.627,-271.3E-6,-504.7E-6,31.22E-6,573.9E-6,9.627
31306,A6,3.510,-0.7681,-0.006330,3.593,-158.7E-6,-171.2E-6,10.33E-6,233.7E-6,3.593
31306,A7,5.337,-0.06666,-0.008763,5.337,-36.15E-6,-199.1E-6,9.901E-6,202.6E-6,5.337
31306,A8,9.605,-0.8187,-0.01680,9.640,-173.9E-6,-502.1E-6,34.41E-6,532.5E-6,9.640
31306,A9,22.22,-1.922,-0.03901,22.30,-407.6E-6,-0.001162,78.39E-6,0.001234,22.30
31306,A10,0.9522,-0.005259,-0.007982,0.9523,2.271E-6,-141.5E-6,-3.089E-6,141.5E-6,0.9523
31306,A11,33.97,-2.975,-0.05977,34.10,-629.1E-6,-0.001765,122.5E-6,0.001878,34.10
31306,A12,26.97,-2.362,-0.04746,27.07,-499.5E-6,-0.001402,97.24E-6,0.001491,27.07
31306,A13,2.907,-0.1251,-0.005099,2.910,-32.03E-6,-152.8E-6,7.044E-6,156.3E-6,2.910
31306,A14,6.428,-0.4934,-0.01134,6.447,-106.6E-6,-337.2E-6,22.86E-6,354.3E-6,6.447
31306,A20,0.3025,0.02751,-44.45E-6,0.3038,-611.4E-9,14.92E-6,-5.295E-6,15.85E-6,0.3038
31306,A21,0.2021,0.01838,-29.72E-6,0.2030,-408.3E-9,9.972E-6,-3.537E-6,10.59E-6,0.2030
31306,A22,3.752,0.6296,-814.0E-6,3.804,48.35E-6,168.5E-6,-66.36E-6,187.5E-6,3.804
31306,A23,2.510,0.4212,-544.8E-6,2.545,32.34E-6,112.8E-6,-44.40E-6,125.4E-6,2.545
31306,A24,1.577,0.1508,214.1E-6,1.584,1.962E-6,6.982E-6,-29.26E-6,30.15E-6,1.584
31306,A25,1.058,0.1012,143.7E-6,1.063,1.317E-6,4.686E-6,-19.64E-6,20.23E-6,1.063
31306,A26,-0.02038,6.044,0.02448,6.044,-230.6E-6,281.9E-6,-674.5E-6,766.5E-6,6.044
31306,A27,0.01848,-6.071,-0.02448,6.071,225.3E-6,-281.4E-6,674.3E-6,764.6E-6,6.071
31306,A28,-0.01363,4.042,0.01637,4.042,-154.2E-6,188.5E-6,-451.0E-6,512.5E-6,4.042
31306,A29,0.01236,-4.059,-0.01637,4.059,150.6E-6,-188.2E-6,450.9E-6,511.2E-6,4.059
31306,A30,-0.02454,4.208,0.001212,4.208,146.6E-6,124.6E-6,-346.7E-6,396.5E-6,4.208
31306,A31,0.001780,-4.089,-0.001212,4.089,-130.1E-6,-124.6E-6,340.6E-6,385.2E-6,4.089
31306,A32,-0.01640,2.812,810.1E-6,2.812,97.94E-6,83.27E-6,-231.8E-6,265.0E-6,2.812
31306,A33,0.001186,-2.732,-810.1E-6,2.732,-86.89E-6,-83.29E-6,227.7E-6,257.5E-6,2.732
31306,A34,-6.202,0.5212,0.01085,6.224,111.0E-6,324.4E-6,-21.99E-6,343.6E-6,6.224
31306,A35,-4.150,0.3488,0.007263,4.165,74.30E-6,217.1E-6,-14.71E-6,229.9E-6,4.165
31306,A36,0.2979,0.02785,-25.27E-6,0.2992,-48.68E-9,6.546E-6,-5.397E-6,8.484E-6,0.2992
31306,A37,0.1905,0.01781,-16.16E-6,0.1913,-31.12E-9,4.186E-6,-3.451E-6,5.425E-6,0.1913
31306,A38,-934.1E-6,0.2942,845.9E-6,0.2942,-2.380E-6,15.60E-6,-37.38E-6,40.57E-6,0.2942
31306,A39,-597.3E-6,0.1881,540.9E-6,0.1881,-1.522E-6,9.973E-6,-23.90E-6,25.94E-6,0.1881
31306,A40,131.3,-12.01,-134.8E-9,131.9,245.6E-6,60.23E-6,7.131E-6,253.0E-6,131.9
31306,A41,-144.0,13.17,147.9E-9,144.6,-269.4E-6,-66.05E-6,-7.821E-6,277.5E-6,144.6
31306,A42,34.55,3.098,666.2E-9,34.69,0.001139,-135.8E-6,-184.2E-6,0.001162,34.69
31306,A43,-13.82,-1.239,-266.5E-9,13.88,-455.5E-6,54.32E-6,73.67E-6,464.6E-6,13.88
31306,A44,-1.828,0.02864,-235.2E-9,1.828,12.72E-6,253.3E-6,-6.374E-6,253.7E-6,1.828
31306,A45,-1.082,0.004541,-77.46E-9,1.082,-21.67E-6,158.3E-6,-8.649E-6,160.0E-6,1.082
31306,A46,0.3867,-0.002291,-4.424E-9,0.3867,-1.814E-6,-50.61E-6,1.209E-6,50.65E-6,0.3867
31306,A47,9.120,-0.8813,34.61E-6,9.162,54.77E-6,-253.4E-6,224.7E-6,343.1E-6,9.162
31306,A48,9.127,-0.8802,61.55E-9,9.169,-42.91E-6,-5.699E-6,-262.4E-6,266.0E-6,9.169
31306,A49,-6.490,0.02545,-433.2E-9,6.490,-3.252E-6,956.3E-6,3.153E-6,956.3E-6,6.490
31306,A50,-1.082,0.003941,-66.95E-9,1.082,20.58E-6,160.4E-6,9.700E-6,162.0E-6,1.082
31306,A100,6.118,-5.242,-0.02356,8.056,-815.9E-6,-0.001084,29.68E-6,0.001357,8.056
31306,A101,1.734,-5.399,-0.01096,5.671,-930.7E-6,-22.73E-6,74.27E-6,934.0E-6,5.671
31306,A102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A105,0.3317,0.04077,0.007056,0.3342,20.36E-6,-93.43E-6,-16.71E-6,97.08E-6,0.3341
31306,A106,0.04920,-0.4181,415.1E-6,0.4209,-78.75E-6,-8.322E-6,1.988E-6,79.22E-6,0.4209
31306,A107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A108,0.4258,0.06308,0.02647,0.4312,42.67E-6,-149.1E-6,-34.70E-6,159.0E-6,0.4304
31306,A109,-0.6595,-0.1060,-0.03304,0.6688,-61.10E-6,217.8E-6,47.81E-6,231.2E-6,0.6679
31306,A110,-0.002337,-0.3568,-483.2E-6,0.3568,-68.47E-6,5.032E-6,3.502E-6,68.75E-6,0.3568
31306,A111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,A112,-0.6840,-0.1647,-0.03296,0.7043,-72.73E-6,224.3E-6,49.12E-6,240.9E-6,0.7036
31306,A113,0.6431,0.1688,0.03454,0.6658,76.18E-6,-238.3E-6,-52.02E-6,255.5E-6,0.6649
31306,A114,0.1047,-0.1079,-148.8E-6,0.1503,-20.98E-6,-1.170E-6,853.2E-9,21.03E-6,0.1503
31306,A115,29.12,-0.2103,-0.07109,29.12,-44.07E-6,-0.001708,-17.53E-6,0.001708,29.12
31306,A116,0.06470,-0.001089,-139.7E-6,0.06471,-583.1E-9,-288.9E-9,152.0E-9,668.3E-9,0.06471
31306,A117,63.54,-0.7331,-0.1010,63.55,-388.5E-6,-0.003223,111.9E-6,0.003248,63.55
31306,A118,-0.007730,-0.002881,2.834E-9,0.008250,-2.027E-6,9.710E-6,1.003E-6,9.970E-6,0.008250
31306,A119,0.03904,963.2E-6,-1.613E-9,0.03905,741.1E-9,-17.72E-6,-147.2E-9,17.74E-6,0.03905
31306,A120,-0.01005,-157.8E-6,709.6E-12,0.01006,-203.9E-9,7.522E-6,-20.02E-9,7.524E-6,0.01006
31306,A121,0.02178,167.5E-6,-1.085E-9,0.02178,90.58E-9,-9.358E-6,-24.21E-9,9.359E-6,0.02178
31306,A122,-0.005852,-125.5E-6,483.8E-12,0.005853,-79.37E-9,5.922E-6,14.63E-9,5.922E-6,0.005853
31306,A123,0.01082,42.52E-6,-507.0E-12,0.01082,19.50E-9,-5.829E-6,-752.1E-12,5.829E-6,0.01082
31306,A124,0.002206,-29.55E-6,28.72E-12,0.002206,-12.71E-9,3.755E-6,3.415E-9,3.755E-6,0.002206
31306,A125,0.002211,19.72E-6,-25.78E-12,0.002211,6.668E-9,-3.823E-6,-982.5E-12,3.823E-6,0.002211
31306,A126,0.01082,-9.474E-6,-447.7E-12,0.01082,-3.178E-9,2.425E-6,53.51E-12,2.425E-6,0.01082
31306,A127,-0.005839,7.918E-6,421.2E-12,0.005839,1.899E-9,-2.515E-6,32.97E-12,2.515E-6,0.005839
31306,A128,0.02177,-4.529E-6,-1.002E-9,0.02177,-1.254E-9,1.472E-6,-164.2E-12,1.472E-6,0.02177
31306,A129,-0.01004,3.606E-6,666.4E-12,0.01004,755.6E-12,-1.609E-6,253.6E-12,1.609E-6,0.01004
31306,A130,0.03894,-444.5E-9,-1.517E-9,0.03894,-133.9E-12,752.4E-9,-1.602E-9,752.4E-9,0.03894
31306,A131,-0.007448,-2.806E-6,2.676E-9,0.007448,-547.0E-12,-948.0E-9,4.893E-9,948.0E-9,0.007448
31306,C1,138.0,-10.82,-0.2576,138.4,-0.002294,-0.007252,321.0E-6,0.007613,138.4
31306,C2,133.5,-10.47,-0.2490,133.9,-0.002222,-0.007014,313.0E-6,0.007365,133.9
31306,C4,98.62,-5.705,-0.1818,98.79,-0.001346,-0.005185,233.9E-6,0.005362,98.79
31306,C5,93.93,-5.433,-0.1732,94.09,-0.001282,-0.004938,222.8E-6,0.005106,94.09
31306,C6,2.907,-0.1251,-0.005099,2.910,-32.03E-6,-152.8E-6,7.044E-6,156.3E-6,2.910
31306,C7,6.428,-0.4934,-0.01134,6.447,-106.6E-6,-337.2E-6,22.86E-6,354.3E-6,6.447
31306,C8,33.97,-2.975,-0.05977,34.10,-629.1E-6,-0.001765,122.5E-6,0.001878,34.10
31306,C9,26.97,-2.362,-0.04746,27.07,-499.5E-6,-0.001402,97.24E-6,0.001491,27.07
31306,C11,141.9,-9.299,-0.2581,142.2,-0.002114,-0.007440,386.3E-6,0.007744,142.2
31306,C12,130.2,-8.414,-0.2371,130.5,-0.001920,-0.006829,349.9E-6,0.007103,130.5
31306,C20,-0.2732,1.357,0.01018,1.384,160.7E-6,521.4E-6,-128.3E-6,560.4E-6,1.384
31306,C21,12.13,0.3146,-0.01152,12.13,-61.39E-6,-127.4E-6,-84.33E-6,164.6E-6,12.13
31306,C22,-12.13,-0.3146,0.01152,12.13,61.39E-6,127.4E-6,84.33E-6,164.6E-6,12.13
31306,C23,0.2732,-1.357,-0.01018,1.384,-160.7E-6,-521.4E-6,128.3E-6,560.4E-6,1.384
31306,C24,-6.248,11.07,0.03739,12.71,24.59E-6,746.4E-6,-0.001081,0.001314,12.71
31306,C25,6.156,10.03,0.01568,11.76,-197.5E-6,97.65E-6,-0.001037,0.001060,11.76
31306,C26,-6.181,-9.932,-0.01568,11.70,208.6E-6,-97.22E-6,0.001030,0.001056,11.70
31306,C27,6.223,-10.97,-0.03739,12.62,-13.45E-6,-746.0E-6,0.001074,0.001308,12.62
31306,C28,-0.2915,5.575,0.02080,5.583,126.1E-6,690.2E-6,-551.7E-6,892.5E-6,5.583
31306,C29,12.11,4.533,-908.1E-6,12.93,-95.96E-6,41.42E-6,-507.8E-6,518.4E-6,12.93
31306,C30,-0.2647,-2.824,-430.6E-6,2.837,199.7E-6,352.7E-6,292.6E-6,499.9E-6,2.837
31306,C31,12.14,-3.867,-0.02214,12.74,-22.35E-6,-296.0E-6,336.6E-6,448.8E-6,12.74
31306,C32,-0.1892,0.9074,0.006816,0.9270,107.5E-6,348.7E-6,-85.75E-6,374.8E-6,0.9269
31306,C33,8.112,0.2098,-0.007710,8.114,-41.09E-6,-85.46E-6,-56.32E-6,110.3E-6,8.114
31306,C34,-8.112,-0.2098,0.007710,8.114,41.09E-6,85.46E-6,56.32E-6,110.3E-6,8.114
31306,C35,0.1892,-0.9074,-0.006816,0.9270,-107.5E-6,-348.7E-6,85.75E-6,374.8E-6,0.9269
31306,C36,-4.181,7.390,0.02498,8.491,16.55E-6,498.8E-6,-721.3E-6,877.1E-6,8.491
31306,C37,4.120,6.693,0.01045,7.859,-132.1E-6,64.63E-6,-691.9E-6,707.4E-6,7.859
31306,C38,-4.136,-6.631,-0.01045,7.815,139.6E-6,-64.34E-6,687.7E-6,704.7E-6,7.815
31306,C39,4.165,-7.328,-0.02498,8.429,-9.037E-6,-498.5E-6,717.1E-6,873.4E-6,8.429
31306,C40,-0.2015,3.724,0.01390,3.730,84.42E-6,461.4E-6,-368.4E-6,596.4E-6,3.730
31306,C41,8.099,3.027,-622.9E-6,8.646,-64.19E-6,27.22E-6,-339.0E-6,346.1E-6,8.646
31306,C42,-0.1836,-1.884,-270.8E-6,1.893,133.6E-6,236.1E-6,195.2E-6,334.2E-6,1.893
31306,C43,8.117,-2.582,-0.01480,8.518,-14.98E-6,-198.0E-6,224.7E-6,299.9E-6,8.518
31306,C50,-144.0,13.17,147.9E-9,144.6,-269.4E-6,-66.05E-6,-7.821E-6,277.5E-6,144.6
31306,C51,131.3,-12.01,-134.8E-9,131.9,245.6E-6,60.23E-6,7.131E-6,253.0E-6,131.9
31306,C52,-13.82,-1.239,-266.5E-9,13.88,-455.5E-6,54.32E-6,73.67E-6,464.6E-6,13.88
31306,C53,34.55,3.098,666.2E-9,34.69,0.001139,-135.8E-6,-184.2E-6,0.001162,34.69
31306,C54,-1.828,0.02864,-235.2E-9,1.828,12.72E-6,253.3E-6,-6.374E-6,253.7E-6,1.828
31306,C55,1.828,-0.02864,235.2E-9,1.828,-12.72E-6,-253.3E-6,6.374E-6,253.7E-6,1.828
31306,C56,-1.082,0.004541,-77.46E-9,1.082,-21.67E-6,158.3E-6,-8.649E-6,160.0E-6,1.082
31306,C57,1.082,-0.004541,77.46E-9,1.082,21.67E-6,-158.3E-6,8.649E-6,160.0E-6,1.082
31306,C58,-1.082,0.003941,-66.95E-9,1.082,20.58E-6,160.4E-6,9.700E-6,162.0E-6,1.082
31306,C59,1.082,-0.003941,66.95E-9,1.082,-20.58E-6,-160.4E-6,-9.700E-6,162.0E-6,1.082
31306,C60,-0.3867,0.002291,4.424E-9,0.3867,1.814E-6,50.61E-6,-1.209E-6,50.65E-6,0.3867
31306,C61,0.3867,-0.002291,-4.424E-9,0.3867,-1.814E-6,-50.61E-6,1.209E-6,50.65E-6,0.3867
31306,C62,9.120,-0.8813,34.61E-6,9.162,54.77E-6,-253.4E-6,224.7E-6,343.1E-6,9.162
31306,C63,9.127,-0.8802,61.55E-9,9.169,-42.91E-6,-5.699E-6,-262.4E-6,266.0E-6,9.169
31306,C64,6.490,-0.02545,433.2E-9,6.490,3.252E-6,-956.3E-6,-3.153E-6,956.3E-6,6.490
31306,C65,-6.490,0.02545,-433.2E-9,6.490,-3.252E-6,956.3E-6,3.153E-6,956.3E-6,6.490
31306,C66,-62.40,3.341,20.42E-9,62.49,-562.5E-6,-222.1E-6,77.30E-6,609.7E-6,62.49
31306,C67,78.68,-1.076,383.9E-9,78.69,0.001237,138.6E-6,-188.0E-6,0.001259,78.69
31306,C68,-153.0,12.22,124.4E-9,153.5,-620.6E-6,-215.3E-6,52.21E-6,658.9E-6,153.5
31306,C69,155.8,-9.662,188.5E-9,156.1,0.001109,148.4E-6,-135.8E-6,0.001127,156.1
31306,C70,-62.53,3.342,21.97E-9,62.62,-561.9E-6,-204.4E-6,76.88E-6,602.8E-6,62.62
31306,C71,78.81,-1.077,382.4E-9,78.82,0.001237,120.9E-6,-187.6E-6,0.001257,78.82
31306,C72,-153.4,12.22,128.8E-9,153.9,-618.8E-6,-164.7E-6,51.00E-6,642.3E-6,153.9
31306,C73,156.2,-9.664,184.1E-9,156.5,0.001107,97.76E-6,-134.6E-6,0.001120,156.5
31306,C74,-60.26,3.333,173.6E-9,60.35,-560.8E-6,-539.1E-6,75.78E-6,781.6E-6,60.35
31306,C75,76.54,-1.068,230.7E-9,76.55,0.001236,455.6E-6,-186.5E-6,0.001330,76.55
31306,C76,-60.13,3.332,172.0E-9,60.22,-561.4E-6,-556.8E-6,76.20E-6,794.4E-6,60.22
31306,C77,76.41,-1.067,232.3E-9,76.42,0.001236,473.3E-6,-186.9E-6,0.001337,76.42
31306,C78,-146.9,12.19,562.0E-9,147.4,-615.5E-6,-0.001121,47.85E-6,0.001280,147.4
31306,C79,149.7,-9.639,-249.1E-9,150.1,0.001104,0.001054,-131.4E-6,0.001532,150.1
31306,C80,-146.5,12.19,557.6E-9,147.0,-617.3E-6,-0.001172,49.06E-6,0.001325,147.0
31306,C81,149.4,-9.636,-244.7E-9,149.7,0.001106,0.001105,-132.6E-6,0.001569,149.7
31306,C82,54.00,-5.079,34.49E-6,54.23,119.1E-6,-73.96E-6,218.6E-6,259.7E-6,54.23
31306,C83,54.00,-5.079,-52.58E-9,54.24,63.64E-6,175.8E-6,-250.2E-6,312.4E-6,54.24
31306,C84,137.3,-12.66,25.77E-6,137.9,270.4E-6,-11.05E-6,169.2E-6,319.2E-6,137.9
31306,C85,137.3,-12.66,-138.9E-9,137.9,228.9E-6,176.3E-6,-182.4E-6,341.7E-6,137.9
31306,C86,54.13,-5.080,34.49E-6,54.37,118.4E-6,-91.67E-6,219.0E-6,265.3E-6,54.37
31306,C87,54.14,-5.079,-54.12E-9,54.38,63.00E-6,158.1E-6,-249.8E-6,302.3E-6,54.38
31306,C88,137.7,-12.67,25.76E-6,138.3,268.6E-6,-61.66E-6,170.4E-6,324.0E-6,138.3
31306,C89,137.7,-12.67,-143.3E-9,138.3,227.1E-6,125.7E-6,-181.2E-6,316.5E-6,138.3
31306,C90,89.63,-1.986,35.23E-6,89.65,0.001280,-368.1E-6,43.07E-6,0.001332,89.65
31306,C91,89.63,-1.985,680.6E-9,89.66,0.001182,-120.4E-6,-444.1E-6,0.001268,89.66
31306,C92,164.1,-10.34,26.33E-6,164.4,0.001141,-231.7E-6,37.56E-6,0.001165,164.4
31306,C93,164.1,-10.34,411.0E-9,164.4,0.001068,-45.91E-6,-327.8E-6,0.001118,164.4
31306,C95,-179.3,16.40,184.1E-9,180.1,-335.4E-6,-82.24E-6,-9.738E-6,345.5E-6,180.1
31306,C96,166.6,-15.23,-171.1E-9,167.3,311.6E-6,76.42E-6,9.048E-6,321.0E-6,167.3
31306,C97,-13.82,-1.239,-266.5E-9,13.88,-455.5E-6,54.32E-6,73.67E-6,464.6E-6,13.88
31306,C98,34.55,3.098,666.2E-9,34.69,0.001139,-135.8E-6,-184.2E-6,0.001162,34.69
31306,C99,-1.828,0.02864,-235.2E-9,1.828,12.72E-6,253.3E-6,-6.374E-6,253.7E-6,1.828
31306,C100,1.828,-0.02864,235.2E-9,1.828,-12.72E-6,-253.3E-6,6.374E-6,253.7E-6,1.828
31306,C101,1.082,-0.004541,77.46E-9,1.082,21.67E-6,-158.3E-6,8.649E-6,160.0E-6,1.082
31306,C102,-1.082,0.004541,-77.46E-9,1.082,-21.67E-6,158.3E-6,-8.649E-6,160.0E-6,1.082
31306,C103,1.082,-0.003941,66.95E-9,1.082,-20.58E-6,-160.4E-6,-9.700E-6,162.0E-6,1.082
31306,C104,-1.082,0.003941,-66.95E-9,1.082,20.58E-6,160.4E-6,9.700E-6,162.0E-6,1.082
31306,C105,-0.3867,0.002291,4.424E-9,0.3867,1.814E-6,50.61E-6,-1.209E-6,50.65E-6,0.3867
31306,C106,0.3867,-0.002291,-4.424E-9,0.3867,-1.814E-6,-50.61E-6,1.209E-6,50.65E-6,0.3867
31306,C107,9.120,-0.8813,34.61E-6,9.162,54.77E-6,-253.4E-6,224.7E-6,343.1E-6,9.162
31306,C108,9.127,-0.8802,61.55E-9,9.169,-42.91E-6,-5.699E-6,-262.4E-6,266.0E-6,9.169
31306,C109,-6.490,0.02545,-433.2E-9,6.490,-3.252E-6,956.3E-6,3.153E-6,956.3E-6,6.490
31306,C110,6.490,-0.02545,433.2E-9,6.490,3.252E-6,-956.3E-6,-3.153E-6,956.3E-6,6.490
31306,C111,-74.75,4.471,33.10E-9,74.88,-585.6E-6,-227.8E-6,76.63E-6,633.0E-6,74.88
31306,C112,91.03,-2.206,371.2E-9,91.06,0.001261,144.3E-6,-187.4E-6,0.001283,91.06
31306,C113,-188.3,15.45,160.6E-9,188.9,-686.6E-6,-231.5E-6,50.29E-6,726.3E-6,188.9
31306,C114,191.1,-12.89,152.3E-9,191.6,0.001175,164.6E-6,-133.9E-6,0.001194,191.6
31306,C115,-74.89,4.472,34.65E-9,75.02,-585.0E-6,-210.1E-6,76.21E-6,626.2E-6,75.02
31306,C116,91.17,-2.206,369.7E-9,91.20,0.001260,126.6E-6,-187.0E-6,0.001280,91.20
31306,C117,-188.7,15.45,165.0E-9,189.3,-684.8E-6,-180.9E-6,49.08E-6,710.0E-6,189.3
31306,C118,191.5,-12.89,147.8E-9,192.0,0.001173,113.9E-6,-132.6E-6,0.001186,192.0
31306,C119,-72.61,4.463,186.3E-9,72.75,-583.9E-6,-544.8E-6,75.11E-6,802.1E-6,72.75
31306,C120,88.90,-2.198,218.0E-9,88.92,0.001259,461.3E-6,-185.8E-6,0.001353,88.92
31306,C121,-72.48,4.462,184.7E-9,72.62,-584.5E-6,-562.5E-6,75.53E-6,814.7E-6,72.62
31306,C122,88.76,-2.197,219.6E-9,88.79,0.001259,479.0E-6,-186.3E-6,0.001360,88.79
31306,C123,-182.2,15.42,598.3E-9,182.9,-681.5E-6,-0.001137,45.93E-6,0.001327,182.9
31306,C124,185.0,-12.87,-285.4E-9,185.5,0.001170,0.001070,-129.5E-6,0.001591,185.5
31306,C125,-181.8,15.42,593.8E-9,182.5,-683.3E-6,-0.001188,47.14E-6,0.001371,182.5
31306,C126,184.7,-12.86,-281.0E-9,185.1,0.001172,0.001121,-130.7E-6,0.001627,185.1
31306,C127,66.35,-6.209,34.48E-6,66.64,142.2E-6,-68.29E-6,219.3E-6,270.1E-6,66.64
31306,C128,66.36,-6.208,-65.26E-9,66.65,86.75E-6,181.5E-6,-249.6E-6,320.5E-6,66.65
31306,C129,172.6,-15.89,25.73E-6,173.4,336.5E-6,5.140E-6,171.1E-6,377.5E-6,173.4
31306,C130,172.6,-15.89,-175.1E-9,173.4,294.9E-6,192.5E-6,-180.5E-6,395.7E-6,173.4
31306,C131,66.48,-6.209,34.47E-6,66.77,141.5E-6,-86.00E-6,219.7E-6,275.1E-6,66.77
31306,C132,66.49,-6.209,-66.81E-9,66.78,86.11E-6,163.8E-6,-249.1E-6,310.3E-6,66.78
31306,C133,173.0,-15.89,25.73E-6,173.7,334.7E-6,-45.47E-6,172.3E-6,379.2E-6,173.7
31306,C134,173.0,-15.89,-179.5E-9,173.8,293.1E-6,141.9E-6,-179.3E-6,371.7E-6,173.8
31306,C135,102.0,-3.116,35.22E-6,102.0,0.001303,-362.4E-6,43.74E-6,0.001353,102.0
31306,C136,102.0,-3.115,667.9E-9,102.0,0.001205,-114.8E-6,-443.4E-6,0.001289,102.0
31306,C137,199.4,-13.57,26.29E-6,199.8,0.001207,-215.5E-6,39.48E-6,0.001227,199.8
31306,C138,199.4,-13.57,374.8E-9,199.8,0.001134,-29.72E-6,-325.9E-6,0.001180,199.8
31306,C140,1.734,-5.399,-0.01096,5.671,-930.7E-6,-22.73E-6,74.27E-6,934.0E-6,5.671
31306,C141,0.2085,-0.8808,0.001843,0.9052,-162.8E-6,-43.19E-6,-167.8E-9,168.4E-6,0.9052
31306,C142,31.07,-6.490,-0.08021,31.74,-0.001138,-0.001774,56.57E-6,0.002108,31.74
31306,C143,31.13,-6.491,-0.08035,31.80,-0.001138,-0.001774,56.72E-6,0.002109,31.80
31306,C144,94.68,-7.224,-0.1814,94.95,-0.001527,-0.004997,168.6E-6,0.005228,94.95
31306,C146,2.855,-0.05466,42.08E-9,2.856,-41.74E-6,-219.1E-6,20.75E-6,224.0E-6,2.856
31306,C147,-0.9533,0.01825,-14.06E-9,0.9535,13.94E-6,73.19E-6,-6.929E-6,74.83E-6,0.9535
31306,C150,94.68,-7.224,-0.1814,94.95,-0.001527,-0.004997,168.6E-6,0.005228,94.95
31306,C162,2.855,-0.05466,42.08E-9,2.856,-41.74E-6,-219.1E-6,20.75E-6,224.0E-6,2.856
31306,C163,-0.9533,0.01825,-14.06E-9,0.9535,13.94E-6,73.19E-6,-6.929E-6,74.83E-6,0.9535
31306,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31306,C166,0.3317,0.04077,0.007056,0.3342,20.36E-6,-93.43E-6,-16.71E-6,97.08E-6,0.3341
31306,C167,0.3809,-0.3773,0.007471,0.5362,-58.39E-6,-101.8E-6,-14.72E-6,118.2E-6,0.5361
31306,C168,0.3809,-0.3773,0.007471,0.5362,-58.39E-6,-101.8E-6,-14.72E-6,118.2E-6,0.5361
31306,C169,0.8066,-0.3142,0.03394,0.8663,-15.72E-6,-250.9E-6,-49.43E-6,256.2E-6,0.8657
31306,C170,0.1472,-0.4202,899.1E-6,0.4452,-76.82E-6,-33.09E-6,-1.613E-6,83.66E-6,0.4452
31306,C171,0.1448,-0.7770,415.9E-6,0.7904,-145.3E-6,-28.06E-6,1.888E-6,148.0E-6,0.7904
31306,C172,0.1448,-0.7770,415.9E-6,0.7904,-145.3E-6,-28.06E-6,1.888E-6,148.0E-6,0.7904
